코  드,품      명,규      격,단위,재 료 비,노 무 비,경    비,합    계,번  호,비      고,노임계수,할증,품셈개요,장비일위
5FDFB438C8A5C4DC03A98FA130A418,폼타이(Form Tie) 소요량,"9.5*210mm, B형, 콘크리트 측압 4t/m2",M2,0.0,0.0,0.0,0.0,호표 1039,,,,,
5FDFB438C8A5C4DC03A98FA130B61F,폼타이(Form Tie) 소요량,"9.5*210mm, B형, 콘크리트 측압 5t/m2",M2,0.0,0.0,0.0,0.0,호표 1040,,,,,
5FDFB438C8A5C4DC03A98FA130C715,폼타이(Form Tie) 소요량,"9.5*210mm, B형, 콘크리트 측압 6t/m2",M2,0.0,0.0,0.0,0.0,호표 1041,,,,,
5FDFB438C8A5C4DC03A98FB3A10B16,폼타이(Form Tie) 소요량,"9.5*250mm, B형, 콘크리트 측압 3t/m2",M2,0.0,0.0,0.0,0.0,호표 1042,,,,,
5FDFB438C8A5C4DC03A98FB3A1301A,폼타이(Form Tie) 소요량,"9.5*250mm, B형, 콘크리트 측압 4t/m2",M2,0.0,0.0,0.0,0.0,호표 1043,,,,,
5FDFB438C8A5C4DC03A98FB3A12614,폼타이(Form Tie) 소요량,"9.5*250mm, B형, 콘크리트 측압 5t/m2",M2,0.0,0.0,0.0,0.0,호표 1044,,,,,
5FDFB438C8A5C4DC03A98FB3A15318,폼타이(Form Tie) 소요량,"9.5*250mm, B형, 콘크리트 측압 6t/m2",M2,0.0,0.0,0.0,0.0,호표 1045,,,,,
5FDFB438C8A5C4DC03A98FCC1A2815,폼타이(Form Tie) 소요량,"9.5*310mm, B형, 콘크리트 측압 3t/m2",M2,0.0,0.0,0.0,0.0,호표 1046,,,,,
5FDFB438C8A5C4DC03A98FCC1A1F1F,폼타이(Form Tie) 소요량,"9.5*310mm, B형, 콘크리트 측압 4t/m2",M2,0.0,0.0,0.0,0.0,호표 1047,,,,,
5FDFB438C8A5C4DC03A98FCC1A0D18,폼타이(Form Tie) 소요량,"9.5*310mm, B형, 콘크리트 측압 5t/m2",M2,0.0,0.0,0.0,0.0,호표 1048,,,,,
5FDFB438C8A5C4DC03A98FCC1A7017,폼타이(Form Tie) 소요량,"9.5*310mm, B형, 콘크리트 측압 6t/m2",M2,0.0,0.0,0.0,0.0,호표 1049,,,,,
5FDFB438C8A5C4DC03A98FDE7A4516,폼타이(Form Tie) 소요량,"12.7*250mm, D형, 콘크리트 측압 3t/m2",M2,0.0,0.0,0.0,0.0,호표 1050,,,,,
5FDFB438C8A5C4DC03A98FDE7A721B,폼타이(Form Tie) 소요량,"12.7*250mm, D형, 콘크리트 측압 4t/m2",M2,0.0,0.0,0.0,0.0,호표 1051,,,,,
5FDFB438C8A5C4DC03A98FDE7A6014,폼타이(Form Tie) 소요량,"12.7*250mm, D형, 콘크리트 측압 5t/m2",M2,0.0,0.0,0.0,0.0,호표 1052,,,,,
5FDFB438C8A5C4DC03A98FDE7A1812,폼타이(Form Tie) 소요량,"12.7*250mm, D형, 콘크리트 측압 6t/m2",M2,0.0,0.0,0.0,0.0,호표 1053,,,,,
5FDFB438C8A5C4DC03A98FE8E1171C,폼타이(Form Tie) 소요량,"12.7*300mm, D형, 콘크리트 측압 3t/m2",M2,0.0,0.0,0.0,0.0,호표 1054,,,,,
5FDFB438C8A5C4DC03A98FE8E12013,폼타이(Form Tie) 소요량,"12.7*300mm, D형, 콘크리트 측압 4t/m2",M2,0.0,0.0,0.0,0.0,호표 1055,,,,,
5FDFB438C8A5C4DC03A98FE8E13219,폼타이(Form Tie) 소요량,"12.7*300mm, D형, 콘크리트 측압 5t/m2",M2,0.0,0.0,0.0,0.0,호표 1056,,,,,
5FDFB438C8A5C4DC03A98FE8E14310,폼타이(Form Tie) 소요량,"12.7*300mm, D형, 콘크리트 측압 6t/m2",M2,0.0,0.0,0.0,0.0,호표 1057,,,,,
5FDFB438C8A5C4DC03A98FF950071F,폼타이(Form Tie) 소요량,"12.7*310mm, D형, 콘크리트 측압 3t/m2",M2,0.0,0.0,0.0,0.0,호표 1058,,,,,
5FDFB438C8A5C4DC03A98FF9503313,폼타이(Form Tie) 소요량,"12.7*310mm, D형, 콘크리트 측압 4t/m2",M2,0.0,0.0,0.0,0.0,호표 1059,,,,,
5FDFB438C8A5C4DC03A98FF950221D,폼타이(Form Tie) 소요량,"12.7*310mm, D형, 콘크리트 측압 5t/m2",M2,0.0,0.0,0.0,0.0,호표 1060,,,,,
5FDFB438C8A5C4DC03A98FF9505E11,폼타이(Form Tie) 소요량,"12.7*310mm, D형, 콘크리트 측압 6t/m2",M2,0.0,0.0,0.0,0.0,호표 1061,,,,,
5FDFB438C8A5C4DC03A98F010DB518,폼타이(Form Tie) 소요량,"12.7*360mm, D형, 콘크리트 측압 3t/m2",M2,0.0,0.0,0.0,0.0,호표 1062,,,,,
5FDFB438C8A5C4DC03A98F010D8814,폼타이(Form Tie) 소요량,"12.7*360mm, D형, 콘크리트 측압 4t/m2",M2,0.0,0.0,0.0,0.0,호표 1063,,,,,
5FDFB438C8A5C4DC03A98F010D9A1A,폼타이(Form Tie) 소요량,"12.7*360mm, D형, 콘크리트 측압 5t/m2",M2,0.0,0.0,0.0,0.0,호표 1064,,,,,
5FDFB438C8A5C4DC03A98F010DE21C,폼타이(Form Tie) 소요량,"12.7*360mm, D형, 콘크리트 측압 6t/m2",M2,0.0,0.0,0.0,0.0,호표 1065,,,,,
5FDFB438C8A5C4DC03A98F136DC012,폼타이(Form Tie) 소요량,"12.7*310mm, W형, 콘크리트 측압 3t/m2",M2,0.0,0.0,0.0,0.0,호표 1066,,,,,
5FDFB438C8A5C4DC03A98F136DFD16,폼타이(Form Tie) 소요량,"12.7*310mm, W형, 콘크리트 측압 4t/m2",M2,0.0,0.0,0.0,0.0,호표 1067,,,,,
5FDFB438C8A5C4DC03A98F136DEC1F,폼타이(Form Tie) 소요량,"12.7*310mm, W형, 콘크리트 측압 5t/m2",M2,0.0,0.0,0.0,0.0,호표 1068,,,,,
5FDFB438C8A5C4DC03A98F136D941E,폼타이(Form Tie) 소요량,"12.7*310mm, W형, 콘크리트 측압 6t/m2",M2,0.0,0.0,0.0,0.0,호표 1069,,,,,
5FDFB43B886503F523DC8E576E1D1E,  (☞ 철근 기계적이음)-----,,,0.0,0.0,0.0,,호표 1070,,,,,
5FDFB43F78D7EF0FF38781,  (☞ 레디믹스트콘크리트 인력운반 타설)-------,,,0.0,0.0,0.0,,호표 1071,,,,,
5FDFB43F78D7EF0FF38781DFA9BA1A,레디믹스트콘크리트 인력운반 타설,무근구조물,M3,0.0,"56,701.0","1,134.0","57,835.0",호표 1072,,,,,
5FDFB43F78D7EF0FF3848491CC3518,레디믹스트콘크리트 인력운반 타설,철근구조물,M3,0.0,"65,424.0","1,308.0","66,732.0",호표 1073,,,,,
5FDFB43F78D7EF0FF3858500DF4210,레디믹스트콘크리트 인력운반 타설,소형구조물 - 24-1/4삭제,M3,0.0,"114,867.0","2,297.0","117,164.0",호표 1074,,,,,
5FDFB43F78D7EF0FE3FE81,  (☞ 레디믹스트콘크리트 장비사용 타설)-------,,,0.0,0.0,0.0,,호표 1075,,,,,
5FDFB43F78D7EF0FE3FE89DA037D18,레디믹스트콘크리트 장비사용 타설,"무근구조물, 굴착기(무한궤도), 0.6㎥",M3,"2,127.0","22,750.0","3,204.0","28,081.0",호표 1076,,,,,
5FDFB43F78D7EF0FE3FE89DA036311,레디믹스트콘크리트 장비사용 타설,"무근구조물, 굴착기(무한궤도), 0.7㎥",M3,"2,419.0","22,750.0","3,358.0","28,527.0",호표 1077,,,,,
5FDFB43F78D7EF0FE3FE89DA039815,레디믹스트콘크리트 장비사용 타설,"무근구조물, 굴착기(무한궤도), 0.8㎥",M3,"3,191.0","22,750.0","3,684.0","29,625.0",호표 1078,,,,,
5FDFB43F78D7EF0FE3FE89C99D9A17,레디믹스트콘크리트 장비사용 타설,"무근구조물, 굴착기(타이어), 0.6㎥",M3,"2,459.0","22,750.0","3,670.0","28,879.0",호표 1079,,,,,
5FDFB43F78D7EF0FE3FE89C99D7F19,레디믹스트콘크리트 장비사용 타설,"무근구조물, 굴착기(타이어), 0.8㎥",M3,"3,455.0","22,750.0","4,228.0","30,433.0",호표 1080,,,,,
5FDFB43F78D7EF0FE3FD81,  (☞ 레디믹스트콘크리트 장비사용 타설)-------,,,0.0,0.0,0.0,,호표 1081,,,,,
5FDFB43F78D7EF0FE3FD8F7DC45E15,레디믹스트콘크리트 장비사용 타설,"철근구조물, 굴착기(무한궤도), 0.6㎥",M3,"2,429.0","25,982.0","3,658.0","32,069.0",호표 1082,,,,,
5FDFB43F78D7EF0FE3FD8F7DC44D1F,레디믹스트콘크리트 장비사용 타설,"철근구조물, 굴착기(무한궤도), 0.7㎥",M3,"2,762.0","25,982.0","3,834.0","32,578.0",호표 1083,,,,,
5FDFB43F78D7EF0FE3FD8F7DC4B01E,레디믹스트콘크리트 장비사용 타설,"철근구조물, 굴착기(무한궤도), 0.8㎥",M3,"3,643.0","25,982.0","4,206.0","33,831.0",호표 1084,,,,,
5FDFB43F78D7EF0FE3FD8F63627917,레디믹스트콘크리트 장비사용 타설,"철근구조물, 굴착기(타이어), 0.6㎥",M3,"2,807.0","25,982.0","4,191.0","32,980.0",호표 1085,,,,,
5FDFB43F78D7EF0FE3FD8F63629415,레디믹스트콘크리트 장비사용 타설,"철근구조물, 굴착기(타이어), 0.8㎥",M3,"3,945.0","25,982.0","4,828.0","34,755.0",호표 1086,,,,,
5FDFB43F78D7EF0FE3FC81,  (☞ 레디믹스트콘크리트 장비사용 타설)-------,  - 24-1/4삭제,,0.0,0.0,0.0,,호표 1087,,,,,
5FDFB43F78D7EF0FE3FC8D0334F317,레디믹스트콘크리트 장비사용 타설,"소형구조물, 굴삭기(무한궤도), 0.6㎥ - 24-1/4삭제",M3,"5,193.0","45,062.0","7,612.0","57,867.0",호표 1088,,,,,
5FDFB43F78D7EF0FE3FC8D0334E110,레디믹스트콘크리트 장비사용 타설,"소형구조물, 굴삭기(무한궤도), 0.7㎥ - 24-1/4삭제",M3,"5,906.0","45,062.0","7,987.0","58,955.0",호표 1089,,,,,
5FDFB43F78D7EF0FE3FC8D03341519,레디믹스트콘크리트 장비사용 타설,"소형구조물, 굴삭기(무한궤도), 0.8㎥ - 24-1/4삭제",M3,"7,790.0","45,062.0","8,784.0","61,636.0",호표 1090,,,,,
5FDFB43F78D7EF0FE3FC8D1D9EDA15,레디믹스트콘크리트 장비사용 타설,"소형구조물, 굴삭기(타이어), 0.6㎥ - 24-1/4삭제",M3,"6,003.0","45,062.0","8,750.0","59,815.0",호표 1091,,,,,
5FDFB43F78D7EF0FE3FC8D1D9E3A11,레디믹스트콘크리트 장비사용 타설,"소형구조물, 굴삭기(타이어), 0.8㎥ - 24-1/4삭제",M3,"8,435.0","45,062.0","10,112.0","63,609.0",호표 1092,,,,,
5FDFB43F78D7EF0F937C81,  (☞ 기계 및 인력비빔 타설)----------,,,0.0,0.0,0.0,,호표 1093,,,,,
5FDFB43F78D7EF0F937C8841C37F10,콘크리트 기계비빔 타설,무근구조물,M3,0.0,"118,063.0",0.0,"118,063.0",호표 1094,,,,,
5FDFB43F78D7EF0F937F858FB96513,콘크리트 기계비빔 타설,철근구조물,M3,0.0,"160,748.0",0.0,"160,748.0",호표 1095,,,,,
5FDFB43F78D7EF0F937E8B171EEA10,콘크리트 기계비빔 타설,소형구조물,M3,0.0,"223,542.0",0.0,"223,542.0",호표 1096,,,,,
5FDFB43F78D7EF0F83578A84E20710,콘크리트 인력비빔 타설,무근구조물,M3,0.0,"365,646.0",0.0,"365,646.0",호표 1097,,,,,
5FDFB43F78D7EF0F83548D3C9BDA1E,콘크리트 인력비빔 타설,철근구조물,M3,0.0,"399,839.0",0.0,"399,839.0",호표 1098,,,,,
5FDFB43F78D7EF0F83558FAD26031C,콘크리트 인력비빔 타설,소형구조물,M3,0.0,"574,539.0",0.0,"574,539.0",호표 1099,,,,,
5FDFB43F78D7EF0FB32A81,  (☞ 콘크리트 펌프차 타설 인력편성)-------, - 24-1/4삭제,,0.0,0.0,0.0,,호표 1100,,,,,
5FDFB43F78D7EF0FB32A86045FF01C,콘크리트 펌프차 타설 인력편성,"100m3 미만, 진동기 사용 - 24-1/4삭제",회,0.0,"2,114,425.0","105,721.0","2,220,146.0",호표 1101,,,,,
5FDFB43F78D7EF0FB32A86045FE615,콘크리트 펌프차 타설 인력편성,"100m3 미만, 진동기 사용 안함 - 24-1/4삭제",회,0.0,"1,626,558.0","81,327.0","1,707,885.0",호표 1102,,,,,
5FDFB43F78D7EF0FB329859517AA16,콘크리트 펌프차 타설 인력편성,"100m3 ~ 200m3, 진동기 사용 - 24-1/4삭제",회,0.0,"2,380,786.0","95,231.0","2,476,017.0",호표 1103,,,,,
5FDFB43F78D7EF0FB329859517B41D,콘크리트 펌프차 타설 인력편성,"100m3 ~ 200m3, 진동기 사용 안함 - 24-1/4삭제",회,0.0,"1,892,919.0","75,716.0","1,968,635.0",호표 1104,,,,,
5FDFB43F78D7EF0FB3288B2EAFDA1E,콘크리트 펌프차 타설 인력편성,"200m3 이상, 진동기 사용 - 24-1/4삭제",회,0.0,"2,602,292.0","78,068.0","2,680,360.0",호표 1105,,,,,
5FDFB43F78D7EF0FB3288B2EAFC817,콘크리트 펌프차 타설 인력편성,"200m3 이상, 진동기 사용 안함 - 24-1/4삭제",회,0.0,"2,114,425.0","63,432.0","2,177,857.0",호표 1106,,,,,
5FDFB43F78D7EF0FB32E81,  (☞ 콘크리트 펌프차 배관타설 인력편성)-------, - 24-1/4삭제,,0.0,0.0,0.0,,호표 1107,,,,,
5FDFB43F78D7EF0FB32E8DB6C4B81D,콘크리트 펌프차 배관타설 인력편성,"100m3 미만, 진동기 사용 - 24-1/4삭제",회,0.0,"2,335,931.0","116,796.0","2,452,727.0",호표 1108,,,,,
5FDFB43F78D7EF0FB32E8DB6C4AE17,콘크리트 펌프차 배관타설 인력편성,"100m3 미만, 진동기 사용 안함 - 24-1/4삭제",회,0.0,"1,848,064.0","92,403.0","1,940,467.0",호표 1109,,,,,
5FDFB43F78D7EF0FB32D83421CBA17,콘크리트 펌프차 배관타설 인력편성,"100m3 ~ 200m3, 진동기 사용 - 24-1/4삭제",회,0.0,"2,602,292.0","104,091.0","2,706,383.0",호표 1110,,,,,
5FDFB43F78D7EF0FB32D83421CA810,콘크리트 펌프차 배관타설 인력편성,"100m3 ~ 200m3, 진동기 사용 안함 - 24-1/4삭제",회,0.0,"2,114,425.0","84,577.0","2,199,002.0",호표 1111,,,,,
5FDFB43F78D7EF0FB32C82D3121912,콘크리트 펌프차 배관타설 인력편성,"200m3 이상, 진동기 사용 - 24-1/4삭제",회,0.0,"2,823,798.0","84,713.0","2,908,511.0",호표 1112,,,,,
5FDFB43F78D7EF0FB32C82D312081B,콘크리트 펌프차 배관타설 인력편성,"200m3 이상, 진동기 사용 안함 - 24-1/4삭제",회,0.0,"2,335,931.0","70,077.0","2,406,008.0",호표 1113,,,,,
5FDFB43F78D7EF1813D781,  (☞ 레디믹스트콘크리트 인력운반 소량 타설)---, - 개소별 소량(12㎥ 이하),,0.0,0.0,0.0,,호표 1114,,,,,
5FDFB43F78D7EF1813D78A10BF951A,레디믹스트콘크리트 인력운반 소량(12㎥ 이하) 타설,무근구조물,M3,0.0,"113,839.0","2,276.0","116,115.0",호표 1115,,,,,
5FDFB43F78D7EF1813D48ED44EB31E,레디믹스트콘크리트 인력운반 소량(12㎥ 이하) 타설,철근구조물,M3,0.0,"130,849.0","2,616.0","133,465.0",호표 1116,,,,,
5FDFB43F78D7EF1803CE81,  (☞ 레디믹스트콘크리트 장비사용 소량 타설)---, - 개소별 소량(12㎥ 이하),,0.0,0.0,0.0,,호표 1117,,,,,
5FDFB43F78D7EF1803CE8825F3081E,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"무근, 굴착기(무한궤도), 0.6㎥",M3,"4,255.0","45,235.0","6,403.0","55,893.0",호표 1118,,,,,
5FDFB43F78D7EF1803CE8825F31915,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"무근, 굴착기(무한궤도), 0.7㎥",M3,"4,839.0","45,235.0","6,710.0","56,784.0",호표 1119,,,,,
5FDFB43F78D7EF1803CE8825F3E61D,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"무근, 굴착기(무한궤도), 0.8㎥",M3,"6,383.0","45,235.0","7,363.0","58,981.0",호표 1120,,,,,
5FDFB43F78D7EF1803CE883662E717,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"무근, 굴착기(타이어), 0.6㎥",M3,"4,918.0","45,235.0","7,336.0","57,489.0",호표 1121,,,,,
5FDFB43F78D7EF1803CE8836620918,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"무근, 굴착기(타이어), 0.8㎥",M3,"6,911.0","45,235.0","8,452.0","60,598.0",호표 1122,,,,,
5FDFB43F78D7EF1803CD81,  (☞ 레디믹스트콘크리트 장비사용 소량 타설)---, - 개소별 소량(12㎥ 이하),,0.0,0.0,0.0,,호표 1123,,,,,
5FDFB43F78D7EF1803CD8FC944F015,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"철근, 굴착기(무한궤도), 0.6㎥",M3,"4,875.0","51,755.0","7,335.0","63,965.0",호표 1124,,,,,
5FDFB43F78D7EF1803CD8FC944E71E,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"철근, 굴착기(무한궤도), 0.7㎥",M3,"5,544.0","51,755.0","7,687.0","64,986.0",호표 1125,,,,,
5FDFB43F78D7EF1803CD8FC9441A17,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"철근, 굴착기(무한궤도), 0.8㎥",M3,"7,313.0","51,755.0","8,435.0","67,503.0",호표 1126,,,,,
5FDFB43F78D7EF1803CD8FDBB55713,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"철근, 굴착기(타이어), 0.6㎥",M3,"5,635.0","51,755.0","8,403.0","65,793.0",호표 1127,,,,,
5FDFB43F78D7EF1803CD8FDBB5B91C,레디믹스트콘크리트 장비사용 소량(12㎥ 이하) 타설,"철근, 굴착기(타이어), 0.8㎥",M3,"7,918.0","51,755.0","9,682.0","69,355.0",호표 1128,,,,,
5FDFB43F78C57E73B3FB8F6DC3581E,"  (☞ 무근, 진동기無)-------"," - slump 8~12cm, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1129,,,,,
5FDFB43F78C57E73B3FB8F6DC3121C,"콘크리트 펌프차 타설(무근, 진동기無)","slump 8~12cm, 매트기초 등, f2 : Type-Ⅰ, 36m",M3,"1,177.0","6,339.0","3,441.0","10,957.0",호표 1130,,,,,
5FDFB43F78C57E73B3F882197C501E,"콘크리트 펌프차 타설(무근, 진동기無)","slump 8~12cm, 매트기초 등, f2 : Type-Ⅱ, 36m",M3,"1,415.0","7,593.0","4,135.0","13,143.0",호표 1131,,,,,
5FDFB43F78C57E73B3F98C8C187F1F,"콘크리트 펌프차 타설(무근, 진동기無)","slump 8~12cm, 매트기초 등, f2 : Type-Ⅲ, 36m",M3,"1,766.0","9,482.0","5,160.0","16,408.0",호표 1132,,,,,
5FDFB43F78C57E46731A8697D8EC12,"  (☞ 무근, 진동기無)-------"," - slump 15cm, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1133,,,,,
5FDFB43F78C57E46731A8697D8A510,"콘크리트 펌프차 타설(무근, 진동기無)","slump 15cm, 매트기초 등, f2 : Type-Ⅰ, 36m",M3,"1,135.0","6,080.0","3,317.0","10,532.0",호표 1134,,,,,
5FDFB43F78C57E4673198437A1351F,"콘크리트 펌프차 타설(무근, 진동기無)","slump 15cm, 매트기초 등, f2 : Type-Ⅱ, 36m",M3,"1,360.0","7,311.0","3,976.0","12,647.0",호표 1135,,,,,
5FDFB43F78C57E4673188BCA8BCC13,"콘크리트 펌프차 타설(무근, 진동기無)","slump 15cm, 매트기초 등, f2 : Type-Ⅲ, 36m",M3,"1,701.0","9,117.0","4,971.0","15,789.0",호표 1136,,,,,
5FDFB43F78C57E50D3FE84E49F3116,"  (☞ 무근, 진동기無)-------"," - slump 18cm 이상, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1137,,,,,
5FDFB43F78C57E50D3FE84E49F7F1A,"콘크리트 펌프차 타설(무근, 진동기無)","slump 18cm 이상, 매트기초 등, f2 : Type-Ⅰ, 36m",M3,"1,055.0","5,660.0","3,083.0","9,798.0",호표 1138,,,,,
5FDFB43F78C57E50D3FD8A8E589D13,"콘크리트 펌프차 타설(무근, 진동기無)","slump 18cm 이상, 매트기초 등, f2 : Type-Ⅱ, 36m",M3,"1,267.0","6,803.0","3,703.0","11,773.0",호표 1139,,,,,
5FDFB43F78C57E50D3FC881DCCEE14,"콘크리트 펌프차 타설(무근, 진동기無)","slump 18cm 이상, 매트기초 등, f2 : Type-Ⅲ, 36m",M3,"1,586.0","8,516.0","4,634.0","14,736.0",호표 1140,,,,,
5FDFB43F78C56DE1A3008BB9F9FD13,"  (☞ 무근, 진동기有)-------"," - slump 8~12cm, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1141,,,,,
5FDFB43F78C56DE1A3008BB9F9B71F,콘크리트 펌프차 타설(무근),"slump 8~12cm, 매트기초 등, f2 : Type-Ⅰ, 36m",M3,"1,177.0","8,556.0","3,552.0","13,285.0",호표 1142,,,,,
5FDFB43F78C56DE1A30380FDEE2910,콘크리트 펌프차 타설(무근),"slump 8~12cm, 매트기초 등, f2 : Type-Ⅱ, 36m",M3,"1,415.0","10,276.0","4,269.0","15,960.0",호표 1143,,,,,
5FDFB43F78C56DE1A302868543A31E,콘크리트 펌프차 타설(무근),"slump 8~12cm, 매트기초 등, f2 : Type-Ⅲ, 36m",M3,"1,766.0","12,826.0","5,327.0","19,919.0",호표 1144,,,,,
5FDFB43F78C56DD753458EC33EC51D,"  (☞ 무근, 진동기有)-------"," - slump 15cm, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1145,,,,,
5FDFB43F78C56DD753458EC33E8F19,콘크리트 펌프차 타설(무근),"slump 15cm, 매트기초 등, f2 : Type-Ⅰ, 36m",M3,"1,135.0","8,227.0","3,424.0","12,786.0",호표 1146,,,,,
5FDFB43F78C56DD753468F21EB581B,콘크리트 펌프차 타설(무근),"slump 15cm, 매트기초 등, f2 : Type-Ⅱ, 36m",M3,"1,360.0","9,897.0","4,105.0","15,362.0",호표 1147,,,,,
5FDFB43F78C56DD753478998846B12,콘크리트 펌프차 타설(무근),"slump 15cm, 매트기초 등, f2 : Type-Ⅲ, 36m",M3,"1,701.0","12,337.0","5,132.0","19,170.0",호표 1148,,,,,
5FDFB43F78C56DC6C3A48921732214,"  (☞ 무근, 진동기有)-------"," - slump 18cm 이상, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1149,,,,,
5FDFB43F78C56DC6C3A48921736818,콘크리트 펌프차 타설(무근),"slump 18cm 이상, 매트기초 등, f2 : Type-Ⅰ, 36m",M3,"1,055.0","7,660.0","3,183.0","11,898.0",호표 1150,,,,,
5FDFB43F78C56DC6C3A7866F58E71A,콘크리트 펌프차 타설(무근),"slump 18cm 이상, 매트기초 등, f2 : Type-Ⅱ, 36m",M3,"1,267.0","9,215.0","3,824.0","14,306.0",호표 1151,,,,,
5FDFB43F78C56DC6C3A685F84BEE10,콘크리트 펌프차 타설(무근),"slump 18cm 이상, 매트기초 등, f2 : Type-Ⅲ, 36m",M3,"1,586.0","11,518.0","4,784.0","17,888.0",호표 1152,,,,,
5FDFB43F78C55399E3FB8A179D4A12,  (☞ 무근)-------," - slump 8~12cm, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1153,,,,,
5FDFB43F78C55399E3FB8A179D0310,콘크리트 펌프차 타설(무근),"slump 8~12cm, 벽,기둥,슬래브 등, f2 : Type-Ⅰ, 36m",M3,"1,650.0","11,964.0","4,977.0","18,591.0",호표 1154,,,,,
5FDFB43F78C55399E3F88EDB2C2914,콘크리트 펌프차 타설(무근),"slump 8~12cm, 벽,기둥,슬래브 등, f2 : Type-Ⅱ, 36m",M3,"1,978.0","14,381.0","5,969.0","22,328.0",호표 1155,,,,,
5FDFB43F78C55399E3F98F39DA821F,콘크리트 펌프차 타설(무근),"slump 8~12cm, 벽,기둥,슬래브 등, f2 : Type-Ⅲ, 36m",M3,"2,473.0","17,943.0","7,461.0","27,877.0",호표 1156,,,,,
5FDFB43F78C553AA7398800EE01514,  (☞ 무근)-------," - slump 15cm, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1157,,,,,
5FDFB43F78C553AA7398800EE05318,콘크리트 펌프차 타설(무근),"slump 15cm, 벽,기둥,슬래브 등, f2 : Type-Ⅰ, 36m",M3,"1,589.0","11,524.0","4,793.0","17,906.0",호표 1158,,,,,
5FDFB43F78C553AA739B8D40CA8211,콘크리트 펌프차 타설(무근),"slump 15cm, 벽,기둥,슬래브 등, f2 : Type-Ⅱ, 36m",M3,"1,907.0","13,832.0","5,753.0","21,492.0",호표 1159,,,,,
5FDFB43F78C553AA739A8CD1AD1F16,콘크리트 펌프차 타설(무근),"slump 15cm, 벽,기둥,슬래브 등, f2 : Type-Ⅲ, 36m",M3,"2,383.0","17,311.0","7,191.0","26,885.0",호표 1160,,,,,
5FDFB43F78C553B4C35784A4172E1D,  (☞ 무근)-------," - slump 18cm 이상, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1161,,,,,
5FDFB43F78C553B4C35784A417651F,콘크리트 펌프차 타설(무근),"slump 18cm 이상, 벽,기둥,슬래브 등, f2 : Type-Ⅰ, 36m",M3,"1,479.0","10,722.0","4,462.0","16,663.0",호표 1162,,,,,
5FDFB43F78C553B4C3548F57B5CA17,콘크리트 펌프차 타설(무근),"slump 18cm 이상, 벽,기둥,슬래브 등, f2 : Type-Ⅱ, 36m",M3,"1,775.0","12,892.0","5,356.0","20,023.0",호표 1163,,,,,
5FDFB43F78C553B4C35589CE56D81F,콘크리트 펌프차 타설(무근),"slump 18cm 이상, 벽,기둥,슬래브 등, f2 : Type-Ⅲ, 36m",M3,"2,219.0","16,107.0","6,695.0","25,021.0",호표 1164,,,,,
5FDFB43F78C54139D331865A605711,  (☞ 무근)-------," - slump 8~12cm, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1165,,,,,
5FDFB43F78C54139D331865A60191D,콘크리트 펌프차 타설(무근),"slump 8~12cm, 옹벽, 줄기초 등, f2 : Type-Ⅰ, 36m",M3,"2,062.0","14,953.0","6,219.0","23,234.0",호표 1166,,,,,
5FDFB43F78C54139D33280C1053D19,콘크리트 펌프차 타설(무근),"slump 8~12cm, 옹벽, 줄기초 등, f2 : Type-Ⅱ, 36m",M3,"2,473.0","17,943.0","7,461.0","27,877.0",호표 1167,,,,,
5FDFB43F78C54139D333813022A014,콘크리트 펌프차 타설(무근),"slump 8~12cm, 옹벽, 줄기초 등, f2 : Type-Ⅲ, 36m",M3,"3,094.0","22,460.0","9,335.0","34,889.0",호표 1168,,,,,
5FDFB43F78C5410C9350898B732115,  (☞ 무근)-------," - slump 15cm, 시설유형(f1), 현장조건(f2), 펌프차",,0.0,0.0,0.0,,호표 1169,,,,,
5FDFB43F78C5410C9350898B736F17,콘크리트 펌프차 타설(무근),"slump 15cm, 옹벽, 줄기초 등, f2 : Type-Ⅰ, 36m",M3,"1,984.0","14,393.0","5,986.0","22,363.0",호표 1170,,,,,
