코  드,품      명,규      격,단위,재 료 비,노 무 비,경    비,합    계,번  호,비      고,노임계수,할증,품셈개요,장비일위
58CD44473821DFFE430081,  [☞☞ 토공장비]*****,,,0.0,0.0,0.0,,호표 1,,A,,,
58CD44473821DFFE430181,  [☞☞ 기계경비 및 손료 산정],,,0.0,0.0,0.0,,호표 2,,,,,
58CD44473821DFEDE33481,  (☞ 불도저(무한궤도))----------,,,0.0,0.0,0.0,,호표 3,,,,,
58CD44473821DFEDE33489D2B85014C7B455D659,불도저(무한궤도),7ton,HR,"14,055.0","57,077.0","13,381.0","84,513.0",호표 4,,A,,,T
58CD44473821DFEDE33489D2B85014C7B455D658,불도저(무한궤도),7ton(암석),HR,"14,055.0","57,077.0","15,842.0","86,974.0",호표 5,,A,,,T
58CD44473821DFEDE33489D2B85014C7B455D65B,불도저(무한궤도),7ton(전석),HR,"14,055.0","57,077.0","14,364.0","85,496.0",호표 6,,A,,,T
58CD44473821DFEDE33489D2B8471C6E443B6B98,불도저(무한궤도),10ton,HR,"19,522.0","57,077.0","29,202.0","105,801.0",호표 7,,A,,,T
58CD44473821DFEDE33489D2B8471C6E443B6B99,불도저(무한궤도),10ton(암석),HR,"19,522.0","57,077.0","34,572.0","111,171.0",호표 8,,A,,,T
58CD44473821DFEDE33489D2B8471C6E443B6B9A,불도저(무한궤도),10ton(전석),HR,"19,522.0","57,077.0","31,347.0","107,946.0",호표 9,,A,,,T
58CD44473821DFEDE33489D2B8471E1C20630D52,불도저(무한궤도),12ton,HR,"22,801.0","57,077.0","33,608.0","113,486.0",호표 10,,A,,,T
58CD44473821DFEDE33489D2B8471E1C20630D53,불도저(무한궤도),12ton(암석),HR,"22,801.0","57,077.0","39,788.0","119,666.0",호표 11,,A,,,T
58CD44473821DFEDE33489D2B8471E1C20630D50,불도저(무한궤도),12ton(전석),HR,"22,801.0","57,077.0","36,076.0","115,954.0",호표 12,,A,,,T
58CD44473821DFEDE33489D2B847153FF698720C,불도저(무한궤도),19ton,HR,"39,044.0","57,077.0","34,288.0","130,409.0",호표 13,,A,,,T
58CD44473821DFEDE33489D2B8621BD11E04CBA5,불도저(무한궤도),32ton,HR,"64,969.0","57,077.0","46,425.0","168,471.0",호표 14,,A,,,T
58CD44473821DFEDE33781,  (☞ 불도져(타이어))----------,,,0.0,0.0,0.0,,호표 15,,,,,
58CD44473821DFEDE337851D2BBF18EBE53B5AF7,불도저(타이어),15ton,HR,"38,775.0","57,077.0","26,756.0","122,608.0",호표 16,,A,,,T
58CD44473821DFEDE337851D2BBF18EBE53B5AF6,불도저(타이어),15ton(암석),HR,"38,775.0","57,077.0","31,603.0","127,455.0",호표 17,,A,,,T
58CD44473821DFEDE337851D2BBF18EBE53B5AF5,불도저(타이어),15ton(전석),HR,"38,775.0","57,077.0","28,692.0","124,544.0",호표 18,,A,,,T
58CD44473821DFEDE337851D2B8211F93C4A9A17,불도저(타이어),28ton,HR,"72,703.0","57,077.0","49,440.0","179,220.0",호표 19,,A,,,T
58CD44473821DFEDE337851D2B8211F93C4A9A16,불도저(타이어),28ton(암석),HR,"72,703.0","57,077.0","58,395.0","188,175.0",호표 20,,A,,,T
58CD44473821DFEDE337851D2B8211F93C4A9A15,불도저(타이어),28ton(전석),HR,"72,703.0","57,077.0","53,016.0","182,796.0",호표 21,,A,,,T
58CD44473821DFEDE337851D2B9313F513BCC01A,불도저(타이어),33ton,HR,"85,628.0","57,077.0","62,674.0","205,379.0",호표 22,,A,,,T
58CD44473821DFEDE337851D2B9313F513BCC01B,불도저(타이어),33ton(암석),HR,"85,628.0","57,077.0","74,026.0","216,731.0",호표 23,,A,,,T
58CD44473821DFEDE337851D2B9313F513BCC018,불도저(타이어),33ton(전석),HR,"85,628.0","57,077.0","67,207.0","209,912.0",호표 24,,A,,,T
58CD44473821DFEDE33681,  (☞ 유압식 리퍼)----------,,,0.0,0.0,0.0,,호표 25,,,,,
58CD44473821DFEDE33684AE0E2813CE341FC6D4,유압식 리퍼,16ton,HR,0.0,0.0,"1,071.0","1,071.0",호표 26,,A,,,T
58CD44473821DFEDE33684AE0E281C2A386603EE,유압식 리퍼,19ton,HR,0.0,0.0,"1,354.0","1,354.0",호표 27,,A,,,T
58CD44473821DFEDE33684AE0E1F1D02E1500026,유압식 리퍼,23ton,HR,0.0,0.0,"1,500.0","1,500.0",호표 28,,A,,,T
58CD44473821DFEDE33684AE0E1F19A7B0B2C3C2,유압식 리퍼,27ton,HR,0.0,0.0,"1,748.0","1,748.0",호표 29,,A,,,T
58CD44473821DFEDE33684AE0E0D1552B41ACD6A,유압식 리퍼,32ton,HR,0.0,0.0,"2,123.0","2,123.0",호표 30,,A,,,T
58CD44473821DFEDC30981,  (☞ 습지 불도저)----------,,,0.0,0.0,0.0,,호표 31,,,,,
58CD44473821DFEDC309855B25F41CE9515DAEC3,습지 불도저,4ton,HR,"8,942.0","57,077.0","7,834.0","73,853.0",호표 32,,A,,,T
58CD44473821DFEDC309855B25F41CE9515DAEC2,습지 불도저,4ton(암석),HR,"8,942.0","57,077.0","9,274.0","75,293.0",호표 33,,A,,,T
58CD44473821DFEDC309855B25F41CE9515DAEC1,습지 불도저,4ton(전석),HR,"8,942.0","57,077.0","8,409.0","74,428.0",호표 34,,A,,,T
58CD44473821DFEDC309855B25EA12AADBAB37A1,습지 불도저,13ton,HR,"24,177.0","57,077.0","29,343.0","110,597.0",호표 35,,A,,,T
58CD44473821DFEDC309855B25EA12AADBAB37A0,습지 불도저,13ton(암석),HR,"24,177.0","57,077.0","34,738.0","115,992.0",호표 36,,A,,,T
58CD44473821DFEDC309855B25EA12AADBAB37A3,습지 불도저,13ton(전석),HR,"24,177.0","57,077.0","31,498.0","112,752.0",호표 37,,A,,,T
58CD44473821DFD3738D81,  (☞ 굴착기(무한궤도))----------,,,0.0,0.0,0.0,,호표 38,,,,,
58CD44473821DFD3738D8CF71EE31F97E7072F0E,굴착기(무한궤도),0.12㎥,HR,"5,213.0","57,077.0","9,226.0","71,516.0",호표 39,,A,,,T
58CD44473821DFD3738D8CF71EE31F97E7072F0F,굴착기(무한궤도),0.12㎥(암석),HR,"5,213.0","57,077.0","10,642.0","72,932.0",호표 40,,A,,,T
58CD44473821DFD3738D8CF71EE31F97E7072F0C,굴착기(무한궤도),0.12㎥(전석),HR,"5,213.0","57,077.0","9,934.0","72,224.0",호표 41,,A,,,T
58CD44473821DFD3738D8CF71ED116C09157138A,굴착기(무한궤도),0.2㎥,HR,"8,145.0","57,077.0","13,399.0","78,621.0",호표 42,,A,,,T
58CD44473821DFD3738D8CF71ED116C09157138B,굴착기(무한궤도),0.2㎥(암석),HR,"8,145.0","57,077.0","15,456.0","80,678.0",호표 43,,A,,,T
58CD44473821DFD3738D8CF71ED116C091571388,굴착기(무한궤도),0.2㎥(전석),HR,"8,145.0","57,077.0","14,427.0","79,649.0",호표 44,,A,,,T
58CD44473821DFD3738D8CF71EB61864C9FC08BF,굴착기(무한궤도),0.4㎥,HR,"16,261.0","57,077.0","17,227.0","90,565.0",호표 45,,A,,,T
58CD44473821DFD3738D8CF71EB61864C9FC08BE,굴착기(무한궤도),0.4㎥(암석),HR,"16,261.0","57,077.0","19,871.0","93,209.0",호표 46,,A,,,T
58CD44473821DFD3738D8CF71EB61864C9FC08BD,굴착기(무한궤도),0.4㎥(전석),HR,"16,261.0","57,077.0","18,549.0","91,887.0",호표 47,,A,,,T
58CD44473821DFD3738D8CF71E9B1BAFABA446DF,굴착기(무한궤도),0.6㎥,HR,"16,754.0","57,077.0","22,791.0","96,622.0",호표 48,,A,,,T
58CD44473821DFD3738D8CF71E9B1BAFABA446DE,굴착기(무한궤도),0.6㎥(암석),HR,"16,754.0","57,077.0","26,289.0","100,120.0",호표 49,,A,,,T
58CD44473821DFD3738D8CF71E9B1BAFABA446DD,굴착기(무한궤도),0.6㎥(전석),HR,"16,754.0","57,077.0","24,540.0","98,371.0",호표 50,,A,,,T
58CD44473821DFD3738D8CF71E8914852923E3B9,굴착기(무한궤도),0.7㎥,HR,"19,053.0","57,077.0","24,001.0","100,131.0",호표 51,,A,,,T
58CD44473821DFD3738D8CF71E8914852923E3B8,굴착기(무한궤도),0.7㎥(암석),HR,"19,053.0","57,077.0","27,685.0","103,815.0",호표 52,,A,,,T
58CD44473821DFD3738D8CF71E8914852923E3BB,굴착기(무한궤도),0.7㎥(전석),HR,"19,053.0","57,077.0","25,843.0","101,973.0",호표 53,,A,,,T
58CD44473821DFD3738D8CF71E781D9352F8DD06,굴착기(무한궤도),0.8㎥,HR,"25,131.0","57,077.0","26,571.0","108,779.0",호표 54,,A,,,T
58CD44473821DFD3738D8CF71E781D9352F8DD07,굴착기(무한궤도),0.8㎥(암석),HR,"25,131.0","57,077.0","30,650.0","112,858.0",호표 55,,A,,,T
58CD44473821DFD3738D8CF71E781D9352F8DD04,굴착기(무한궤도),0.8㎥(전석),HR,"25,131.0","57,077.0","28,610.0","110,818.0",호표 56,,A,,,T
58CD44473821DFD3738D8CF70C831A727BBD2D40,굴착기(무한궤도),1.0㎥,HR,"32,029.0","57,077.0","28,955.0","118,061.0",호표 57,,A,,,T
58CD44473821DFD3738D8CF70C831A727BBD2D41,굴착기(무한궤도),1.0㎥(암석),HR,"32,029.0","57,077.0","33,398.0","122,504.0",호표 58,,A,,,T
58CD44473821DFD3738D8CF70C831A727BBD2D42,굴착기(무한궤도),1.0㎥(전석),HR,"32,029.0","57,077.0","31,176.0","120,282.0",호표 59,,A,,,T
58CD44473821DFD3738D8CF70CAE1786FBB71F53,굴착기(무한궤도),1.2㎥,HR,"33,179.0","57,077.0","36,874.0","127,130.0",호표 60,,A,,,T
58CD44473821DFD3738D8CF70CAE1786FBB71F52,굴착기(무한궤도),1.2㎥(암석),HR,"33,179.0","57,077.0","42,534.0","132,790.0",호표 61,,A,,,T
58CD44473821DFD3738D8CF70CAE1786FBB71F51,굴착기(무한궤도),1.2㎥(전석),HR,"33,179.0","57,077.0","39,704.0","129,960.0",호표 62,,A,,,T
58CD44473821DFD3738D8CF739C919B1E609AB4A,굴착기(무한궤도),2.0㎥,HR,"53,875.0","57,077.0","63,320.0","174,272.0",호표 63,,A,,,T
58CD44473821DFD3738D8CF739C919B1E609AB4B,굴착기(무한궤도),2.0㎥(암석),HR,"53,875.0","57,077.0","73,038.0","183,990.0",호표 64,,A,,,T
58CD44473821DFD3738D8CF739C919B1E609AB48,굴착기(무한궤도),2.0㎥(전석),HR,"53,875.0","57,077.0","66,751.0","177,703.0",호표 65,,A,,,T
58CD44473821DFD363E481,  (☞ 굴착기(타이어))----------,,,0.0,0.0,0.0,,호표 66,,,,,
58CD44473821DFD363E4897EDF581EE44B079D28,굴착기(타이어),0.18㎥,HR,"9,349.0","57,077.0","15,517.0","81,943.0",호표 67,,A,,,T
58CD44473821DFD363E4897EDF231290E1F3B748,굴착기(타이어),0.6㎥,HR,"19,365.0","57,077.0","26,463.0","102,905.0",호표 68,,A,,,T
58CD44473821DFD363E4897EDFC315DD9A33DDEC,굴착기(타이어),0.8㎥,HR,"27,212.0","57,077.0","30,857.0","115,146.0",호표 69,,A,,,T
58CD44473821DFD363E4897ECED81E8C72486A85,굴착기(타이어),1.0㎥,HR,"34,224.0","57,077.0","32,050.0","123,351.0",호표 70,,A,,,T
58CD44473821DFD353DE81,  (☞ 습지 굴착기(무한궤도))----------,,,0.0,0.0,0.0,,호표 71,,,,,
58CD44473821DFD353DE84C809E81C24F4E8EFAC,습지 굴착기(무한궤도),0.4㎥,HR,"14,708.0","57,077.0","20,335.0","92,120.0",호표 72,,A,,,T
58CD44473821DFD353DE84C809E81C24F4E8EFAD,습지 굴착기(무한궤도),0.4㎥(암석),HR,"14,708.0","57,077.0","23,456.0","95,241.0",호표 73,,A,,,T
58CD44473821DFD353DE84C809E81C24F4E8EFAE,습지 굴착기(무한궤도),0.4㎥(전석),HR,"14,708.0","57,077.0","21,896.0","93,681.0",호표 74,,A,,,T
58CD44473821DFD353DE84C809DE15BAA3B2F1DD,습지 굴착기(무한궤도),0.7㎥,HR,"17,031.0","57,077.0","32,783.0","106,891.0",호표 75,,A,,,T
58CD44473821DFD353DE84C809DE15BAA3B2F1DC,습지 굴착기(무한궤도),0.7㎥(암석),HR,"17,031.0","57,077.0","37,814.0","111,922.0",호표 76,,A,,,T
58CD44473821DFD353DE84C809DE15BAA3B2F1DF,습지 굴착기(무한궤도),0.7㎥(전석),HR,"17,031.0","57,077.0","35,299.0","109,407.0",호표 77,,A,,,T
58CD44473821DFD3433881,  (☞ 대형 브레이커)----------,,,0.0,0.0,0.0,,호표 78,,,,,
58CD44473821DFD3433882AD78AA1CA8653DA2AA,대형 브레이커,0.2㎥용,HR,0.0,0.0,"2,926.0","2,926.0",호표 79,,A,,,T
58CD44473821DFD3433882AD78AA1AFB90E77F3A,대형 브레이커,0.4㎥용,HR,0.0,0.0,"5,363.0","5,363.0",호표 80,,A,,,T
58CD44473821DFD3433882AD78AA18CD956DE731,대형 브레이커,0.6㎥용,HR,0.0,0.0,"9,100.0","9,100.0",호표 81,,A,,,T
58CD44473821DFD3433882AD78AA19D4861D0914,대형 브레이커,0.7㎥용,HR,0.0,0.0,"11,100.0","11,100.0",호표 82,,A,,,T
58CD44473821DFD3433882AD78AA160069DA88C1,대형 브레이커,0.8㎥용,HR,0.0,0.0,"14,542.0","14,542.0",호표 83,,A,,,T
58CD44473821DFD3433882AD78BB1547F1467033,대형 브레이커,1.0㎥용,HR,0.0,0.0,"18,422.0","18,422.0",호표 84,,A,,,T
58CD44473821DFD3433981,  (☞ 대형 브레이커용 치즐 소모량)----------,,,0.0,0.0,0.0,,호표 85,,,,,
58CD44473821DFD34339830221801316495BBD9C,대형 브레이커용 치즐 소모량,"0.4㎥용, 구조물 헐기",HR,0.0,0.0,"1,632.0","1,632.0",호표 86,,A,,,T
58CD44473821DFD34339830221801042EBE1E70E,대형 브레이커용 치즐 소모량,"0.7㎥용, 구조물 헐기",HR,0.0,0.0,"2,160.0","2,160.0",호표 87,,A,,,T
58CD44473821DFD34339830221801043F1CC4C42,대형 브레이커용 치즐 소모량,"0.7㎥용, 연암",HR,0.0,0.0,"1,296.0","1,296.0",호표 88,,A,,,T
58CD44473821DFD343398302218010403D47FC8D,대형 브레이커용 치즐 소모량,"0.7㎥용, 보통암",HR,0.0,0.0,"4,320.0","4,320.0",호표 89,,A,,,T
58CD44473821DFD34339830221801041C4D82409,대형 브레이커용 치즐 소모량,"0.7㎥용, 경암",HR,0.0,0.0,"6,480.0","6,480.0",호표 90,,A,,,T
58CD44473821DFD3331181,  (☞ 유압식 진동콤펙터(굴착기 부착용))----------,,,0.0,0.0,0.0,,호표 91,,,,,
58CD44473821DFD33311800561031A74D07DE64C,유압식 진동콤팩터(굴착기 부착용),0.7㎥용,HR,0.0,0.0,"3,635.0","3,635.0",호표 92,,A,,,T
58CD44473821DFD3230A81,  (☞ 압쇄기(펄버라이저))----------,,,0.0,0.0,0.0,,호표 93,,,,,
58CD44473821DFD3230A82EB680410BF929D0EBC,압쇄기(펄버라이저),0.8㎥용,HR,0.0,0.0,"15,423.0","15,423.0",호표 94,,A,,,T
58CD44473821DFD3230A82EB7AFB1FF294520756,압쇄기(펄버라이저),1.0㎥용,HR,0.0,0.0,"18,342.0","18,342.0",호표 95,,A,,,T
58CD44473821DFD3136481,  (☞ 트렌처)----------,,,0.0,0.0,0.0,,호표 96,,,,,
58CD44473821DFD3136484B3478615636C54890C,트랜처,3.55ton,HR,"12,087.0","57,077.0","175,605.0","244,769.0",호표 97,,A,,,T
58CD44473821DFC103E281,  (☞ 로더(무한궤도))----------,,,0.0,0.0,0.0,,호표 98,,,,,
58CD44473821DFC103E28C67F1E31B927048BC3B,로더(무한궤도),0.57㎥,HR,"7,819.0","57,077.0","11,014.0","75,910.0",호표 99,,A,,,T
58CD44473821DFC103E28C67F1E31B927048BC3A,로더(무한궤도),0.57㎥(암석),HR,"7,819.0","57,077.0","12,769.0","77,665.0",호표 100,,A,,,T
58CD44473821DFC103E28C67F1E31B927048BC39,로더(무한궤도),0.57㎥(전석),HR,"7,819.0","57,077.0","11,892.0","76,788.0",호표 101,,A,,,T
58CD44473821DFC103E28C67F1C0193BFFD5AA08,로더(무한궤도),0.76㎥,HR,"10,263.0","57,077.0","14,401.0","81,741.0",호표 102,,A,,,T
58CD44473821DFC103E28C67F1C0193BFFD5AA09,로더(무한궤도),0.76㎥(암석),HR,"10,263.0","57,077.0","16,696.0","84,036.0",호표 103,,A,,,T
58CD44473821DFC103E28C67F1C0193BFFD5AA0A,로더(무한궤도),0.76㎥(전석),HR,"10,263.0","57,077.0","15,548.0","82,888.0",호표 104,,A,,,T
58CD44473821DFC103E28C67F1201EC4DE90933F,로더(무한궤도),0.95㎥,HR,"12,055.0","57,077.0","17,647.0","86,779.0",호표 105,,A,,,T
58CD44473821DFC103E28C67F1201EC4DE90933E,로더(무한궤도),0.95㎥(암석),HR,"12,055.0","57,077.0","20,459.0","89,591.0",호표 106,,A,,,T
58CD44473821DFC103E28C67F1201EC4DE90933D,로더(무한궤도),0.95㎥(전석),HR,"12,055.0","57,077.0","19,053.0","88,185.0",호표 107,,A,,,T
58CD44473821DFC103E28C67E75811E05A123221,로더(무한궤도),1.15㎥,HR,"15,476.0","57,077.0","20,910.0","93,463.0",호표 108,,A,,,T
58CD44473821DFC103E28C67E75811E05A123220,로더(무한궤도),1.15㎥(암석),HR,"15,476.0","57,077.0","24,241.0","96,794.0",호표 109,,A,,,T
58CD44473821DFC103E28C67E75811E05A123223,로더(무한궤도),1.15㎥(전석),HR,"15,476.0","57,077.0","22,575.0","95,128.0",호표 110,,A,,,T
58CD44473821DFC103E28C67E77B162A9BEC5C50,로더(무한궤도),1.34㎥,HR,"18,408.0","57,077.0","23,864.0","99,349.0",호표 111,,A,,,T
58CD44473821DFC103E28C67E77B162A9BEC5C51,로더(무한궤도),1.34㎥(암석),HR,"18,408.0","57,077.0","27,666.0","103,151.0",호표 112,,A,,,T
58CD44473821DFC103E28C67E77B162A9BEC5C52,로더(무한궤도),1.34㎥(전석),HR,"18,408.0","57,077.0","25,765.0","101,250.0",호표 113,,A,,,T
58CD44473821DFC103E28C67E7121944D05E65C9,로더(무한궤도),1.53㎥,HR,"21,666.0","57,077.0","26,677.0","105,420.0",호표 114,,A,,,T
58CD44473821DFC103E28C67E7121944D05E65C8,로더(무한궤도),1.53㎥(암석),HR,"21,666.0","57,077.0","30,928.0","109,671.0",호표 115,,A,,,T
58CD44473821DFC103E28C67E7121944D05E65CB,로더(무한궤도),1.53㎥(전석),HR,"21,666.0","57,077.0","28,802.0","107,545.0",호표 116,,A,,,T
58CD44473821DFC103E28C67E73D153147D60771,로더(무한궤도),1.72㎥,HR,"23,784.0","57,077.0","29,260.0","110,121.0",호표 117,,A,,,T
58CD44473821DFC103E28C67E73D153147D60770,로더(무한궤도),1.72㎥(암석),HR,"23,784.0","57,077.0","33,922.0","114,783.0",호표 118,,A,,,T
58CD44473821DFC103E28C67E73D153147D60773,로더(무한궤도),1.72㎥(전석),HR,"23,784.0","57,077.0","31,591.0","112,452.0",호표 119,,A,,,T
58CD44473821DFC103E28C67D65B11D78CC7FB36,로더(무한궤도),2.87㎥,HR,"41,216.0","57,077.0","46,333.0","144,626.0",호표 120,,A,,,T
58CD44473821DFC103E28C67D65B11D78CC7FB37,로더(무한궤도),2.87㎥(암석),HR,"41,216.0","57,077.0","53,716.0","152,009.0",호표 121,,A,,,T
58CD44473821DFC103E28C67D65B11D78CC7FB34,로더(무한궤도),2.87㎥(전석),HR,"41,216.0","57,077.0","50,025.0","148,318.0",호표 122,,A,,,T
58CD44473821DFC103E181,  (☞ 로더(타이어))----------,,,0.0,0.0,0.0,,호표 123,,,,,
58CD44473821DFC103E183FEE93E106292E94629,로더(타이어),0.25㎥,HR,"6,397.0","57,077.0","6,177.0","69,651.0",호표 124,,A,,,T
58CD44473821DFC103E183FEE9481B478C79C977,로더(타이어),0.57㎥,HR,"6,785.0","57,077.0","7,237.0","71,099.0",호표 125,,A,,,T
58CD44473821DFC103E183FEE98612BC2B153E57,로더(타이어),0.95㎥,HR,"12,020.0","57,077.0","9,395.0","78,492.0",호표 126,,A,,,T
58CD44473821DFC103E183FEFBB911B5EB4C446D,로더(타이어),1.34㎥,HR,"14,928.0","57,077.0","18,648.0","90,653.0",호표 127,,A,,,T
58CD44473821DFC103E183FEFBF712AE3F8230D8,로더(타이어),1.72㎥,HR,"18,999.0","57,077.0","23,949.0","100,025.0",호표 128,,A,,,T
58CD44473821DFC103E183FECE6119CBDB0BBF46,로더(타이어),2.29㎥,HR,"25,785.0","57,077.0","26,262.0","109,124.0",호표 129,,A,,,T
58CD44473821DFC103E183FECECB1F1AAAC41E40,로더(타이어),2.87㎥,HR,"31,795.0","57,077.0","31,146.0","120,018.0",호표 130,,A,,,T
58CD44473821DFC103E183FED8EA11881B9F3F93,로더(타이어),3.5㎥,HR,"38,581.0","57,077.0","37,804.0","133,462.0",호표 131,,A,,,T
58CD44473821DFC103E183FEBDD7114250B13E5A,로더(타이어),5.0㎥,HR,"56,999.0","57,077.0","64,635.0","178,711.0",호표 132,,A,,,T
58CD44473821DFB093F781,  (☞ 스크레이퍼(자주식))----------,,,0.0,0.0,0.0,,호표 133,,,,,
58CD44473821DFB093F78BE1B3CD1B95AB3E22DA,스크레이퍼(자주식),5.4㎥,HR,"32,029.0","57,077.0","17,812.0","106,918.0",호표 134,,A,,,T
58CD44473821DFB093F78BE1A1301DFC4BDF0F5E,스크레이퍼(자주식),11.5㎥,HR,"68,330.0","57,077.0","33,136.0","158,543.0",호표 135,,A,,,T
58CD44473821DFB093F78BE1A1421E7D292C0E6D,스크레이퍼(자주식),16.1㎥,HR,"88,041.0","57,077.0","43,861.0","188,979.0",호표 136,,A,,,T
58CD44473821DFB093F78BE190B71668C470551A,스크레이퍼(자주식),20.6㎥,HR,"103,481.0","57,077.0","55,498.0","216,056.0",호표 137,,A,,,T
58CD44473821DFB093F681,  (☞ 스크레이퍼(피견인식))----------,,,0.0,0.0,0.0,,호표 138,,,,,
58CD44473821DFB093F689771D22140261726295,스크레이퍼(피견인식),5.4㎥,HR,0.0,0.0,"4,830.0","4,830.0",호표 139,,A,,,T
58CD44473821DFB093F689771DED133CF172C2EE,스크레이퍼(피견인식),9.2㎥,HR,0.0,0.0,"6,287.0","6,287.0",호표 140,,A,,,T
58CD44473821DFB093F6897703071E078F47C894,스크레이퍼(피견인식),10.7㎥,HR,0.0,0.0,"8,419.0","8,419.0",호표 141,,A,,,T
58CD44473821DFB093F68977036810A4D0CDA239,스크레이퍼(피견인식),16.1㎥,HR,0.0,0.0,"11,699.0","11,699.0",호표 142,,A,,,T
58CD44473821DFB093F689773847116E592F1D12,스크레이퍼(피견인식),20.6㎥,HR,0.0,0.0,"16,620.0","16,620.0",호표 143,,A,,,T
58CD44473821DFA6332C81,  (☞ 모터그레이더)----------, - 일반용 -,,0.0,0.0,0.0,,호표 144,,,,,T
58CD44473821DFA6332C8C21,  (☞ 모터그레이더)----------, - 사리도 -,,0.0,0.0,0.0,,호표 145,,,,,T
58CD44473821DFA6332C8C27354A1B78D308CAFF,모터그레이더,3.6m(일반용),HR,"30,317.0","57,077.0","45,240.0","132,634.0",호표 146,,A,,,T
58CD44473821DFA6332C8C27354A1A51C9BE3236,모터그레이더,3.6m(사리도),HR,"46,457.0","57,077.0","38,595.0","142,129.0",호표 147,,A,,,T
58CD44473821DF95C33E81,  (☞ 덤프트럭)----------,,,0.0,0.0,0.0,,호표 148,,,,,
58CD44473821DF95C33E8E5A98151B6DEDBE3F83,덤프트럭,2.5ton,HR,"5,388.0","49,479.0","6,400.0","61,267.0",호표 149,,A,,,T
58CD44473821DF95C33E8E5A98151B6DEDBE3F82,덤프트럭,2.5ton(암석),HR,"5,388.0","49,479.0","7,623.0","62,490.0",호표 150,,A,,,T
58CD44473821DF95C33E8E5A98151B6DEDBE3F81,덤프트럭,2.5ton(전석),HR,"5,388.0","49,479.0","6,890.0","61,757.0",호표 151,,A,,,T
58CD44473821DF95C33E8E5A987E12AB5BDB4A19,덤프트럭,4.5ton,HR,"9,289.0","49,479.0","7,472.0","66,240.0",호표 152,,A,,,T
58CD44473821DF95C33E8E5A987E12AB5BDB4A18,덤프트럭,4.5ton(암석),HR,"9,289.0","49,479.0","8,900.0","67,668.0",호표 153,,A,,,T
58CD44473821DF95C33E8E5A987E12AB5BDB4A1B,덤프트럭,4.5ton(전석),HR,"9,289.0","49,479.0","8,044.0","66,812.0",호표 154,,A,,,T
58CD44473821DF95C33E8E5A985319F2CAA2FC80,덤프트럭,6ton,HR,"14,863.0","49,479.0","8,165.0","72,507.0",호표 155,,A,,,T
58CD44473821DF95C33E8E5A985319F2CAA2FC81,덤프트럭,6ton(암석),HR,"14,863.0","49,479.0","9,725.0","74,067.0",호표 156,,A,,,T
58CD44473821DF95C33E8E5A985319F2CAA2FC82,덤프트럭,6ton(전석),HR,"14,863.0","49,479.0","8,790.0","73,132.0",호표 157,,A,,,T
58CD44473821DF95C33E8E5A98B4125EB43FAC07,덤프트럭,8ton,HR,"17,279.0","49,479.0","10,347.0","77,105.0",호표 158,,A,,,T
58CD44473821DF95C33E8E5A98B4125EB43FAC06,덤프트럭,8ton(암석),HR,"17,279.0","49,479.0","12,296.0","79,054.0",호표 159,,A,,,T
58CD44473821DF95C33E8E5A98B4125EB43FAC05,덤프트럭,8ton(전석),HR,"17,279.0","49,479.0","11,129.0","77,887.0",호표 160,,A,,,T
58CD44473821DF95C33E8E5A8FCB1FC0DD90056E,덤프트럭,10.5ton,HR,"26,197.0","49,479.0","11,815.0","87,491.0",호표 161,,A,,,T
58CD44473821DF95C33E8E5A8FCB1FC0DD90056F,덤프트럭,10.5ton(암석),HR,"26,197.0","49,479.0","13,889.0","89,565.0",호표 162,,A,,,T
58CD44473821DF95C33E8E5A8FCB1FC0DD90056C,덤프트럭,10.5ton(전석),HR,"26,197.0","49,479.0","12,644.0","88,320.0",호표 163,,A,,,T
58CD44473821DF95C33E8E5A8F9E15D851CE8708,덤프트럭,15ton,HR,"29,541.0","57,077.0","20,276.0","106,894.0",호표 164,,A,,,T
58CD44473821DF95C33E8E5A8F9E15D851CE8709,덤프트럭,15ton(암석),HR,"29,541.0","57,077.0","23,835.0","110,453.0",호표 165,,A,,,T
58CD44473821DF95C33E8E5A8F9E15D851CE870A,덤프트럭,15ton(전석),HR,"29,541.0","57,077.0","21,700.0","108,318.0",호표 166,,A,,,T
58CD44473821DF95C33E8E5ABB0610AD9B79CA0C,덤프트럭,20ton,HR,"37,159.0","57,077.0","27,854.0","122,090.0",호표 167,,A,,,T
58CD44473821DF95C33E8E5ABB4D1BB55679EE77,덤프트럭,24ton,HR,"42,733.0","57,077.0","32,323.0","132,133.0",호표 168,,A,,,T
58CD44473821DF95C33E8E5AAAB31C691CE2EBDE,덤프트럭,32ton,HR,"54,067.0","57,077.0","46,169.0","157,313.0",호표 169,,A,,,T
58CD44473821DF95D3C381,  (☞ 덤프트럭 자동덮개시설)----------,,,0.0,0.0,0.0,,호표 170,,,,,
58CD44473821DF95D3C38493FAE219CE60A0ADFA,덤프트럭 자동덮개시설,15ton,HR,0.0,0.0,430.0,430.0,호표 171,,A,,,T
58CD44473821DF95D3C38493CD6D10ECA7727BCB,덤프트럭 자동덮개시설,20ton,HR,0.0,0.0,464.0,464.0,호표 172,,A,,,T
58CD44473821DF95D3C38493CD2715FCFE0FEF87,덤프트럭 자동덮개시설,24ton,HR,0.0,0.0,499.0,499.0,호표 173,,A,,,T
58CD44473821CD8DB35E81,  [☞☞ 다짐장비]*****,,,0.0,0.0,0.0,,호표 174,,A,,,
