코  드,품      명,규격,단위,재료비,노무비,경비,합계
58CD44473821DFEDE33489D2B85014C7B455D6,불도저(무한궤도),7ton,대,,,"73,892.00","73,892.00"
58CD44473821DFEDE33489D2B8471C6E443B6B,불도저(무한궤도),10ton,대,,,"161,250.00","161,250.00"
58CD44473821DFEDE33489D2B8471E1C20630D,불도저(무한궤도),12ton,대,,,"185,580.00","185,580.00"
58CD44473821DFEDE33489D2B847153FF69872,불도저(무한궤도),19ton,대,,,"189,332.00","189,332.00"
58CD44473821DFEDE33489D2B8621BD11E04CB,불도저(무한궤도),32ton,대,,,"256,354.00","256,354.00"
58CD44473821DFEDE337851D2BBF18EBE53B5A,불도저(타이어),15ton,대,,,"154,841.00","154,841.00"
58CD44473821DFEDE337851D2B8211F93C4A9A,불도저(타이어),28ton,대,,,"286,114.00","286,114.00"
58CD44473821DFEDE337851D2B9313F513BCC0,불도저(타이어),33ton,대,,,"362,697.00","362,697.00"
58CD44473821DFEDE33684AE0E2813CE341FC6,유압식 리퍼,16ton,대,,,"13,479.00","13,479.00"
58CD44473821DFEDE33684AE0E281C2A386603,유압식 리퍼,19ton,대,,,"17,033.00","17,033.00"
58CD44473821DFEDE33684AE0E1F1D02E15000,유압식 리퍼,23ton,대,,,"18,880.00","18,880.00"
58CD44473821DFEDE33684AE0E1F19A7B0B2C3,유압식 리퍼,27ton,대,,,"21,988.00","21,988.00"
58CD44473821DFEDE33684AE0E0D1552B41ACD,유압식 리퍼,32ton,대,,,"26,705.00","26,705.00"
58CD44473821DFEDC309855B25F41CE9515DAE,습지 불도저,4ton,대,,,"43,260.00","43,260.00"
58CD44473821DFEDC309855B25EA12AADBAB37,습지 불도저,13ton,대,,,"162,028.00","162,028.00"
58CD44473821DFD3738D8CF71EE31F97E7072F,굴착기(무한궤도),0.12㎥,대,,,"44,250.00","44,250.00"
58CD44473821DFD3738D8CF71ED116C0915713,굴착기(무한궤도),0.2㎥,대,,,"64,267.00","64,267.00"
58CD44473821DFD3738D8CF71EB61864C9FC08,굴착기(무한궤도),0.4㎥,대,,,"82,625.00","82,625.00"
58CD44473821DFD3738D8CF71E9B1BAFABA446,굴착기(무한궤도),0.6㎥,대,,,"109,310.00","109,310.00"
58CD44473821DFD3738D8CF71E8914852923E3,굴착기(무한궤도),0.7㎥,대,,,"115,116.00","115,116.00"
58CD44473821DFD3738D8CF71E781D9352F8DD,굴착기(무한궤도),0.8㎥,대,,,"127,443.00","127,443.00"
58CD44473821DFD3738D8CF70C831A727BBD2D,굴착기(무한궤도),1.0㎥,대,,,"138,873.00","138,873.00"
58CD44473821DFD3738D8CF70CAE1786FBB71F,굴착기(무한궤도),1.2㎥,대,,,"176,857.00","176,857.00"
58CD44473821DFD3738D8CF739C919B1E609AB,굴착기(무한궤도),2.0㎥,대,,,"303,694.00","303,694.00"
58CD44473821DFD363E4897EDF581EE44B079D,굴착기(타이어),0.18㎥,대,,,"68,088.00","68,088.00"
58CD44473821DFD363E4897EDF231290E1F3B7,굴착기(타이어),0.6㎥,대,,,"116,118.00","116,118.00"
58CD44473821DFD363E4897EDFC315DD9A33DD,굴착기(타이어),0.8㎥,대,,,"135,400.00","135,400.00"
58CD44473821DFD363E4897ECED81E8C72486A,굴착기(타이어),1.0㎥,대,,,"140,633.00","140,633.00"
58CD44473821DFD353DE84C809E81C24F4E8EF,습지 굴착기(무한궤도),0.4㎥,대,,,"97,533.00","97,533.00"
58CD44473821DFD353DE84C809DE15BAA3B2F1,습지 굴착기(무한궤도),0.7㎥,대,,,"157,234.00","157,234.00"
58CD44473821DFD3433882AD78AA1CA8653DA2,대형 브레이커,0.2㎥용,대,,,"4,434.00","4,434.00"
58CD44473821DFD3433882AD78AA1AFB90E77F,대형 브레이커,0.4㎥용,대,,,"8,125.00","8,125.00"
58CD44473821DFD3433882AD78AA18CD956DE7,대형 브레이커,0.6㎥용,대,,,"13,787.00","13,787.00"
58CD44473821DFD3433882AD78AA19D4861D09,대형 브레이커,0.7㎥용,대,,,"16,817.00","16,817.00"
58CD44473821DFD3433882AD78AA160069DA88,대형 브레이커,0.8㎥용,대,,,"22,031.00","22,031.00"
58CD44473821DFD3433882AD78BB1547F14670,대형 브레이커,1.0㎥용,대,,,"27,909.00","27,909.00"
58CD44473821DFD34339830221801316495BBD,대형 브레이커용 치즐,0.4㎥용,본,,,"204,000.00","204,000.00"
58CD44473821DFD34339830221801042EBE1E7,대형 브레이커용 치즐,0.7㎥용,본,,,"216,000.00","216,000.00"
58CD44473821DFD33311800561031A74D07DE6,유압식 진동 콤팩터(굴착기부착용),0.7㎥용,대,,,"11,386.00","11,386.00"
58CD44473821DFD3230A82EB680410BF929D0E,압쇄기(펄버라이저),0.8㎥용,대,,,"23,365.00","23,365.00"
58CD44473821DFD3230A82EB7AFB1FF2945207,압쇄기(펄버라이저),1.0㎥용,대,,,"27,787.00","27,787.00"
58CD44473821DFD3136484B3478615636C5489,트랜쳐,3.55ton,대,,,"256,808.00","256,808.00"
58CD44473821DFC103E28C67F1E31B927048BC,로더(무한궤도),0.57㎥,대,,,"46,183.00","46,183.00"
58CD44473821DFC103E28C67F1C0193BFFD5AA,로더(무한궤도),0.76㎥,대,,,"60,384.00","60,384.00"
58CD44473821DFC103E28C67F1201EC4DE9093,로더(무한궤도),0.95㎥,대,,,"73,993.00","73,993.00"
58CD44473821DFC103E28C67E75811E05A1232,로더(무한궤도),1.15㎥,대,,,"87,673.00","87,673.00"
58CD44473821DFC103E28C67E77B162A9BEC5C,로더(무한궤도),1.34㎥,대,,,"100,059.00","100,059.00"
58CD44473821DFC103E28C67E7121944D05E65,로더(무한궤도),1.53㎥,대,,,"111,856.00","111,856.00"
58CD44473821DFC103E28C67E73D153147D607,로더(무한궤도),1.72㎥,대,,,"122,686.00","122,686.00"
58CD44473821DFC103E28C67D65B11D78CC7FB,로더(무한궤도),2.87㎥,대,,,"194,272.00","194,272.00"
58CD44473821DFC103E183FEE93E106292E946,로더(타이어),0.25㎥,대,,,"29,626.00","29,626.00"
58CD44473821DFC103E183FEE9481B478C79C9,로더(타이어),0.57㎥,대,,,"34,714.00","34,714.00"
58CD44473821DFC103E183FEE98612BC2B153E,로더(타이어),0.95㎥,대,,,"45,060.00","45,060.00"
58CD44473821DFC103E183FEFBB911B5EB4C44,로더(타이어),1.34㎥,대,,,"89,443.00","89,443.00"
58CD44473821DFC103E183FEFBF712AE3F8230,로더(타이어),1.72㎥,대,,,"114,868.00","114,868.00"
58CD44473821DFC103E183FECE6119CBDB0BBF,로더(타이어),2.29㎥,대,,,"125,961.00","125,961.00"
58CD44473821DFC103E183FECECB1F1AAAC41E,로더(타이어),2.87㎥,대,,,"149,385.00","149,385.00"
58CD44473821DFC103E183FED8EA11881B9F3F,로더(타이어),3.5㎥,대,,,"181,315.00","181,315.00"
58CD44473821DFC103E183FEBDD7114250B13E,로더(타이어),5.0㎥,대,,,"310,000.00","310,000.00"
58CD44473821DFB093F78BE1B3CD1B95AB3E22,스크레이퍼(자주식),5.4㎥,대,,,"98,358.00","98,358.00"
58CD44473821DFB093F78BE1A1301DFC4BDF0F,스크레이퍼(자주식),11.5㎥,대,,,"182,974.00","182,974.00"
58CD44473821DFB093F78BE1A1421E7D292C0E,스크레이퍼(자주식),16.1㎥,대,,,"242,197.00","242,197.00"
58CD44473821DFB093F78BE190B71668C47055,스크레이퍼(자주식),20.6㎥,대,,,"306,453.00","306,453.00"
58CD44473821DFB093F689771D221402617262,스크레이퍼(피견인식),5.4㎥,대,,,"32,684.00","32,684.00"
58CD44473821DFB093F689771DED133CF172C2,스크레이퍼(피견인식),9.2㎥,대,,,"42,540.00","42,540.00"
58CD44473821DFB093F6897703071E078F47C8,스크레이퍼(피견인식),10.7㎥,대,,,"56,968.00","56,968.00"
58CD44473821DFB093F68977036810A4D0CDA2,스크레이퍼(피견인식),16.1㎥,대,,,"79,158.00","79,158.00"
58CD44473821DFB093F689773847116E592F1D,스크레이퍼(피견인식),20.6㎥,대,,,"112,450.00","112,450.00"
58CD44473821DFA6332C8C27354A1B78D308CA,모터그레이더,3.6(일반용),대,,,"300,000.00","300,000.00"
58CD44473821DFA6332C8C27354A1A51C9BE32,모터 그레이더,3.6(사리도),대,,,"255,940.00","255,940.00"
58CD44473821DF95C33E8E5A98151B6DEDBE3F,덤프트럭,2.5ton,대,,,"21,572.00","21,572.00"
58CD44473821DF95C33E8E5A987E12AB5BDB4A,덤프트럭,4.5ton,대,,,"25,185.00","25,185.00"
58CD44473821DF95C33E8E5A985319F2CAA2FC,덤프트럭,6ton,대,,,"27,521.00","27,521.00"
58CD44473821DF95C33E8E5A98B4125EB43FAC,덤프트럭,8ton,대,,,"36,694.00","36,694.00"
58CD44473821DF95C33E8E5A8FCB1FC0DD9005,덤프트럭,10.5ton,대,,,"51,844.00","51,844.00"
58CD44473821DF95C33E8E5A8F9E15D851CE87,덤프트럭,15ton,대,,,"88,973.00","88,973.00"
58CD44473821DF95C33E8E5ABB0610AD9B79CA,덤프트럭,20ton,대,,,"124,965.00","124,965.00"
58CD44473821DF95C33E8E5ABB4D1BB55679EE,덤프트럭,24ton,대,,,"145,014.00","145,014.00"
58CD44473821DF95C33E8E5AAAB31C691CE2EB,덤프트럭,32ton,대,,,"207,130.00","207,130.00"
58CD44473821DF95D3C38493FAE219CE60A0AD,덤프트럭 자동덮개시설,15ton,대,,,"1,604.00","1,604.00"
58CD44473821DF95D3C38493CD6D10ECA7727B,덤프트럭 자동덮개시설,20ton,대,,,"1,732.00","1,732.00"
58CD44473821DF95D3C38493CD2715FCFE0FEF,덤프트럭 자동덮개시설,24ton,대,,,"1,861.00","1,861.00"
58CD44473821CD9E234987234DA31BD36582BB,머캐덤 롤러(자주식),8∼10ton,대,,,"55,074.00","55,074.00"
58CD44473821CD9E234987234DA31925CB56C4,머캐덤 롤러(자주식),10∼12ton,대,,,"68,759.00","68,759.00"
58CD44473821CD9E234987234DA31EA7C4C126,머캐덤 롤러(자주식),12∼15ton,대,,,"77,120.00","77,120.00"
58CD44473821CDA883158368403818282354C2,탠덤롤러(자주식),5∼8ton,대,,,"46,748.00","46,748.00"
58CD44473821CDA883158368402F1A27F53AD4,탠덤롤러(자주식),8∼10ton,대,,,"48,577.00","48,577.00"
58CD44473821CDA883158368402F1E82E5E397,탠덤롤러(자주식),10∼14ton,대,,,"56,021.00","56,021.00"
58CD44473821CDA8831A8B89DA7B13639B94B9,탠덤롤러(진동 자주식),1ton,대,,,"10,637.00","10,637.00"
58CD44473821CDA8831A8B89DA7B10AECD956D,탠덤롤러(진동 자주식),2ton,대,,,"19,194.00","19,194.00"
58CD44473821CDA8831A8B89DA7B163779AE88,탠덤롤러(진동 자주식),4ton,대,,,"43,611.00","43,611.00"
58CD44473821CDA8831A8B89DA7B14097E1458,탠덤롤러(진동 자주식),6ton,대,,,"64,039.00","64,039.00"
58CD44473821CDA8831A8B89DA7B1510503379,탠덤롤러(진동 자주식),7ton,대,,,"82,347.00","82,347.00"
58CD44473821CDA8831A8B89DA7B1A926956E5,탠덤롤러(진동 자주식),8ton,대,,,"86,708.00","86,708.00"
58CD44473821CDA8831A8B89DA6A1FC5C25B45,탠덤롤러(진동 자주식),13ton,대,,,"145,695.00","145,695.00"
58CD44473821CDBAF33982F19DEF1B6E94278C,진동롤러(핸드가이드식),0.7ton,대,,,"6,733.00","6,733.00"
58CD44473821CDBAF33A8360B9731882F356BC,진동롤러(자주식),2.5ton,대,,,"17,893.00","17,893.00"
58CD44473821CDBAF33A8360B9191045BAB452,진동롤러(자주식),4.4ton,대,,,"20,937.00","20,937.00"
58CD44473821CDBAF33A8360B934129BE4C5F8,진동롤러(자주식),6.0ton,대,,,"61,410.00","61,410.00"
58CD44473821CDBAF33A8360A8E11DB1812958,진동롤러(자주식),10ton,대,,,"92,722.00","92,722.00"
58CD44473821CDBAF33A8360A8C510C4B9610B,진동롤러(자주식),12ton,대,,,"100,333.00","100,333.00"
58CD44473821CDCB6328812CE37516180A3E33,타이어 롤러(자주식),5∼8ton,대,,,"60,826.00","60,826.00"
58CD44473821CDCB6328812CE36B1262FFEEC1,타이어 롤러(자주식),8∼15ton,대,,,"95,173.00","95,173.00"
58CD44473821CDCB6328812CE35914B5E088EB,타이어 롤러(자주식),15∼25ton,대,,,"135,235.00","135,235.00"
58CD44473821CDD5D39E8D4FD1261DFB82749B,양족식 롤러(자주식),11ton,대,,,"108,125.00","108,125.00"
58CD44473821CDD5D39E8D4FD1261E814E88DF,양족식 롤러(자주식),12ton,대,,,"122,178.00","122,178.00"
58CD44473821CDD5D39E8D4FD12619005B6724,양족식 롤러(자주식),15ton,대,,,"140,682.00","140,682.00"
58CD44473821CDD5D39E8D4FD12615A52A4948,양족식 롤러(자주식),19ton,대,,,"202,584.00","202,584.00"
58CD44473821CDD5D39E8D4FD114131D9B9911,양족식 롤러(자주식),25ton,대,,,"255,796.00","255,796.00"
58CD44473821CDD5D39E8D4FD10B1F1F9B4882,양족식 롤러(자주식),30ton,대,,,"306,940.00","306,940.00"
58CD44473821CDD5D39E8D4FD10B1D51073660,양족식 롤러(자주식),32ton,대,,,"328,971.00","328,971.00"
58CD44473821CDD5D39E8D4FD10B18EFE52666,양족식 롤러(자주식),37ton,대,,,"384,046.00","384,046.00"
58CD44473821CDE6032F8125CC0D192498253F,래머,80kg,대,,,"1,370.00","1,370.00"
58CD44473821CDF0934789F233C81B17C597CE,플레이트 콤팩터,1.5ton,대,,,"1,617.00","1,617.00"
58CD44473821FAD403288326BC0719A3333614,크레인(무한궤도),10ton(0.29㎥),대,,,"76,836.00","76,836.00"
58CD44473821FAD403288326BC071C77916FB4,크레인(무한궤도),15ton(0.38㎥),대,,,"126,625.00","126,625.00"
58CD44473821FAD403288326BC3C1DA1248083,크레인(무한궤도),20ton(0.57㎥),대,,,"161,604.00","161,604.00"
58CD44473821FAD403288326BC3C1820317F80,크레인(무한궤도),25ton(0.76㎥),대,,,"186,931.00","186,931.00"
58CD44473821FAD403288326BC22171FF3C9CD,크레인(무한궤도),30ton(1.15㎥),대,,,"242,405.00","242,405.00"
58CD44473821FAD403288326BC22129DB9688C,크레인(무한궤도),35ton(1.33㎥),대,,,"319,171.00","319,171.00"
58CD44473821FAD403288326BC5F1BBD7D4B1D,크레인(무한궤도),40ton(1.53㎥),대,,,"321,421.00","321,421.00"
58CD44473821FAD403288326BC4D1493FB8A2A,크레인(무한궤도),50ton(1.91㎥),대,,,"435,347.00","435,347.00"
58CD44473821FAD403288326BC68120FBCE4E4,크레인(무한궤도),70ton(2.29㎥),대,,,"494,752.00","494,752.00"
58CD44473821FAD403288326BC9516EE1B8820,크레인(무한궤도),80ton(2.68㎥),대,,,"626,828.00","626,828.00"
58CD44473821FAD403288326A3A81FA492F739,크레인(무한궤도),100ton,대,,,"683,362.00","683,362.00"
58CD44473821FAD403288326A3F7105FC9726A,크레인(무한궤도),150ton,대,,,"965,718.00","965,718.00"
58CD44473821FAD403288326911318CEC11DE0,크레인(무한궤도),220ton,대,,,"1,243,509.00","1,243,509.00"
58CD44473821FAD40328832691B31B7BA3E15F,크레인(무한궤도),280ton,대,,,"2,308,777.00","2,308,777.00"
58CD44473821FAD40328832680D91A75683083,크레인(무한궤도),300ton,대,,,"2,836,279.00","2,836,279.00"
58CD44473821FAD4032D8B4644D611D712346C,크레인(타이어),10ton,대,,,"134,000.00","134,000.00"
58CD44473821FAD4032D8B4644D614ABF193CF,크레인(타이어),15ton,대,,,"182,749.00","182,749.00"
58CD44473821FAD4032D8B4644E018416471BC,크레인(타이어),20ton,대,,,"229,276.00","229,276.00"
58CD44473821FAD4032D8B4644E01DC37D9428,크레인(타이어),25ton,대,,,"282,532.00","282,532.00"
58CD44473821FAD4032D8B4644F21E44DC2829,크레인(타이어),30ton,대,,,"324,232.00","324,232.00"
58CD44473821FAD4032D8B4644F21BF09C3A0D,크레인(타이어),35ton,대,,,"336,201.00","336,201.00"
58CD44473821FAD4032D8B46448F1FB4BD6415,크레인(타이어),40ton,대,,,"387,342.00","387,342.00"
58CD44473821FAD4032D8B46448F1A32A33991,크레인(타이어),45ton,대,,,"426,176.00","426,176.00"
58CD44473821FAD4032D8B4644981606FC9C6E,크레인(타이어),50ton,대,,,"511,858.00","511,858.00"
58CD44473821FAD4032D8B4644AA1D104694DF,크레인(타이어),60ton,대,,,"563,290.00","563,290.00"
58CD44473821FAD4032D8B4644BB137B4B6013,크레인(타이어),70ton,대,,,"663,591.00","663,591.00"
58CD44473821FAD4032D8B464440140D7183D4,크레인(타이어),80ton,대,,,"825,317.00","825,317.00"
58CD44473821FAD4032D8B4655341CBC8605E7,크레인(타이어),100ton,대,,,"982,277.00","982,277.00"
58CD44473821FAD4032D8B46550F187DBF73C8,크레인(타이어),130ton,대,,,"1,323,712.00","1,323,712.00"
58CD44473821FAD4032D8B46555719911D1E77,크레인(타이어),160ton,대,,,"1,771,738.00","1,771,738.00"
58CD44473821FAD4032D8B4667A5157FCC302E,크레인(타이어),200ton,대,,,"1,854,367.00","1,854,367.00"
58CD44473821FAD4032D8B46678A18AAF547E2,크레인(타이어),220ton,대,,,"2,291,039.00","2,291,039.00"
58CD44473821FAD4032D8B4667FD17795E7C55,크레인(타이어),250ton,대,,,"2,672,880.00","2,672,880.00"
58CD44473821FAD4032D8B46701218E54EC377,크레인(타이어),300ton,대,,,"3,686,778.00","3,686,778.00"
58CD44473821FAD4032C8AD739C31B970AEE86,트럭탑재형 크레인,2ton,대,,,"32,918.00","32,918.00"
58CD44473821FAD4032C8AD739C31AF080E5C6,트럭탑재형 크레인,3ton,대,,,"36,530.00","36,530.00"
58CD44473821FAD4032C8AD739C31CBE14B717,트럭탑재형 크레인,5ton,대,,,"39,750.00","39,750.00"
58CD44473821FAD4032C8AD739DD1F0CA0C384,트럭탑재형 크레인,10ton,대,,,"86,757.00","86,757.00"
58CD44473821FAD4032C8AD739DD1A8A655B51,트럭탑재형 크레인,15ton,대,,,"112,752.00","112,752.00"
58CD44473821FAD4032C8AD739DD1736676A87,트럭탑재형 크레인,18ton,대,,,"119,553.00","119,553.00"
58CD44473821FAD4032F86139834194A4B2033,고소작업차,2ton,대,,,"40,010.00","40,010.00"
58CD44473821FAD4032F8613983418A3C1372A,고소작업차,3ton,대,,,"65,322.00","65,322.00"
58CD44473821FAD4032F861398341ECBBEE05F,고소작업차,5ton,대,,,"138,119.00","138,119.00"
58CD44473821FAD4032E85BEE75B16A7ECE072,터널용고소작업차,0.5ton,대,,,"86,111.00","86,111.00"
58CD44473821FAD4133584C9FBF012DBD1EC36,리더(고정형),24m,대,,,"25,380.00","25,380.00"
58CD44473821FAD4133584C9FBE71EDDD0F43C,리더(고정형),31m,대,,,"32,784.00","32,784.00"
58CD44473821FAD4133584C9FBE7195BD70895,리더(고정형),36m,대,,,"38,071.00","38,071.00"
58CD44473821FAD41336853F1FF217B63158F6,리더(회전형),31m,대,,,"82,461.00","82,461.00"
58CD44473821FAD41336853F1FF21007C3DD7B,리더(회전형),36m,대,,,"87,748.00","87,748.00"
58CD44473821FAD4133787A9A35616782B59E1,케이싱,22m,대,,,"1,207.00","1,207.00"
58CD44473821FAD4133787A9A35613A44D40BA,케이싱,27m,대,,,"1,478.00","1,478.00"
58CD44473821FAD413388016DBCA159998DFA1,스킵버킷,10㎥,대,,,"9,936.00","9,936.00"
58CD44473821FAE6733B8FD1ECB213F04E78F2,타워크레인,50m*8ton,대,,,"285,829.00","285,829.00"
58CD44473821FAE6733B8FD1ECA015C436C464,타워크레인,50m*10ton,대,,,"351,143.00","351,143.00"
58CD44473821FAE6733B8FD1ECA017F12A6C1D,타워크레인,50m*12ton,대,,,"415,671.00","415,671.00"
58CD44473821FAE6733B8FD1ECA013169BF103,타워크레인,50m*16ton,대,,,"497,000.00","497,000.00"
58CD44473821FAE6733B8FD1EC971E7110D011,타워크레인,50m*20ton,대,,,"694,273.00","694,273.00"
58CD44473821FAE6632C8B06CF03117419B94C,건설용리프트(인화물용),1ton*45m,대,,,"24,404.00","24,404.00"
58CD44473821FAF0D396841151A71BEF77EC10,디젤 기관차,5ton,량,,,"13,141.00","13,141.00"
58CD44473821FAF0D396841151A71921244FA8,디젤 기관차,7ton,량,,,"18,403.00","18,403.00"
58CD44473821FA8DF3AF85AF5D8513EA7CC9B4,경운기,"1,000kg",대,,,"2,019.00","2,019.00"
58CD44473821FA9E53FA8A737D7410D187D551,지게차,2.0ton,대,,,"24,458.00","24,458.00"
58CD44473821FA9E53FA8A737D7415523BCC74,지게차,2.5ton,대,,,"26,816.00","26,816.00"
58CD44473821FA9E53FA8A737D6B1CD38784C2,지게차,3.5ton,대,,,"33,468.00","33,468.00"
58CD44473821FA9E53FA8A737D0111027F0F3F,지게차,5.0ton,대,,,"46,922.00","46,922.00"
58CD44473821FA9E53FA8A737D2D1BFA6BB8B4,지게차,7.5ton,대,,,"62,696.00","62,696.00"
58CD44473821FAA8C36081DDDB3E194F0008CE,트렉터(타이어),1.5ton,대,,,"10,766.00","10,766.00"
58CD44473821FAA8C36081DDDB011D689D3863,트렉터(타이어),2.5ton,대,,,"15,741.00","15,741.00"
58CD44473821FAA8C36081DDDB131A0EABB566,트렉터(타이어),3.5ton,대,,,"19,515.00","19,515.00"
58CD44473821FAA8C36081DDDB6A154CEE9477,트렉터(타이어),4.5ton,대,,,"25,048.00","25,048.00"
58CD44473821FAB933568B086D0E1802D8C669,트럭 트랙터 및 평판트레일러,20ton,대,,,"65,504.00","65,504.00"
58CD44473821FAB933568B086D181F8C80F913,트럭 트랙터 및 평판트레일러,30ton,대,,,"88,264.00","88,264.00"
58CD44473821FAB933568B086D6710A7BEB43D,트럭 트랙터 및 평판트레일러,40ton,대,,,"116,448.00","116,448.00"
58CD44473821FAB933568B086D4413B316DC75,트럭 트랙터 및 평판트레일러,60ton,대,,,"163,025.00","163,025.00"
58CD44473821E875D36183589C811B5B7C18EC,아스팔트 믹싱플랜트,40ton(80kw),대,,,"335,350.00","335,350.00"
58CD44473821E875D36183589CAC18EF1C4C14,아스팔트 믹싱플랜트,60ton(120kw),대,,,"441,849.00","441,849.00"
58CD44473821E875D36183589C4A107233C65F,아스팔트 믹싱플랜트,80ton(160kw),대,,,"566,600.00","566,600.00"
58CD44473821E875D361835882541C89B424DD,아스팔트 믹싱플랜트,100ton(200kw),대,,,"684,375.00","684,375.00"
58CD44473821E875D361835882771A85D41FE5,아스팔트 믹싱플랜트,120ton(240kw),대,,,"761,250.00","761,250.00"
58CD44473821E848938A86BC8810135538DCB4,아스팔트 피니셔,1.7m,대,,,"211,750.00","211,750.00"
58CD44473821E848938A86BC881011A86385AB,아스팔트 피니셔,3m,대,,,"235,493.00","235,493.00"
58CD44473821E85903FE80F20BC91D41CF0D25,아스팔트 디스트리뷰터,3000L,대,,,"48,369.00","48,369.00"
58CD44473821E85903FE80F20BC9150B0E2E13,아스팔트 디스트리뷰터,3800L,대,,,"60,405.00","60,405.00"
58CD44473821E85903FE80F20BBF1155E4CC7A,아스팔트 디스트리뷰터,4700L,대,,,"72,136.00","72,136.00"
58CD44473821E85903FE80F20BAE18B5B139E3,아스팔트 디스트리뷰터,5700L,대,,,"82,337.00","82,337.00"
58CD44473821E82DF38A89A0B47D109BA66FCF,아스팔트 스프레이어,300L,대,,,"2,223.00","2,223.00"
58CD44473821E82DF38A89A0C6EF1A1C415F49,아스팔트 스프레이어,400L,대,,,"3,025.00","3,025.00"
58CD44473821E82D9361816CBDB21D48BEC51F,현장가열 표층재생기,479kw,대,,,"4,433,492.00","4,433,492.00"
58CD44473821E83E137A8F78195E195F9DD1AA,스테이빌라이저(안정기),1.5m(3.7kw),대,,,"111,992.00","111,992.00"
58CD44473821E83E137A8F7819791F71850CDA,스테이빌라이저(안정기),3.6m(9.0kw),대,,,"142,488.00","142,488.00"
58CD44473821E802E39A8A22D4BA1CD734867F,콘크리트 피니셔(포장용),74.6kw,대,,,"165,150.00","165,150.00"
58CD44473821E802E39A8A22E52812522C36FC,콘크리트 피니셔(포장용),160.4kw,대,,,"287,385.00","287,385.00"
58CD44473821E802E39A8A22E528141F99BED4,콘크리트 피니셔(포장용),186.5kw,대,,,"483,625.00","483,625.00"
58CD44473821E802E39A8A22F788116ECDB68A,콘크리트 피니셔(포장용),224.0kw,대,,,"682,540.00","682,540.00"
58CD44473821E802E39A8A228C951639B0A02E,콘크리트 피니셔(포장용),299.9kw,대,,,"770,319.00","770,319.00"
58CD44473821E802F3A088DF3E9A1D7BCF92DC,콘크리트 피니셔(중앙분리대용),105.9kw,대,,,"247,636.00","247,636.00"
58CD44473821E813538D80028C18117A59B33F,콘크리트 스프레더,7.95m,대,,,"362,696.00","362,696.00"
58CD44473821E8E8D3DE8764726F17994810EB,콘크리트 조면 마무리기,7.95m,대,,,"75,622.00","75,622.00"
58CD44473821E8E8D3DE876461851D06C6FCCB,콘크리트 조면 마무리기,12.0m,대,,,"81,924.00","81,924.00"
58CD44473821E8E8D3DA89BF6EBE1E265DBB01,콘크리트 롤러페이버,12.0m,대,,,"82,010.00","82,010.00"
58CD44473821E8F933288FE97CC81BAEF639DF,슬러리실 기계,3.0∼3.8m,대,,,"261,302.00","261,302.00"
58CD44473821905443CE8756C74315D0AD5C9F,콘크리트 배치플랜트,60㎥/hr(96kw),대,,,"198,320.00","198,320.00"
58CD44473821905443CE8756C7B614BF2D7C65,콘크리트 배치플랜트,90㎥/hr(144kw),대,,,"266,078.00","266,078.00"
58CD44473821905443CE8756D1BB1F9878F8E7,콘크리트 배치플랜트,120㎥/hr(160kw),대,,,"368,002.00","368,002.00"
58CD44473821905443CE8756D1C4166BFD0C01,콘크리트 배치플랜트,150㎥/hr(177kw),대,,,"441,563.00","441,563.00"
58CD44473821905443CE8756D11B1C6B763B28,콘크리트 배치플랜트,180㎥/hr(213kw),대,,,"445,833.00","445,833.00"
58CD44473821905443CE8756E3EE1E9138508C,콘크리트 배치플랜트,210㎥/hr(233kw),대,,,"515,667.00","515,667.00"
58CD44473821905453E8846F465C1186B1A832,사일로(SILO),100㎥/hr(7.0kw),기,,,"31,004.00","31,004.00"
58CD44473821905453E8846F46051FA5D8E459,사일로(SILO),150㎥/hr(7.0kw),기,,,"38,405.00","38,405.00"
58CD44473821905453E8846F739B1FB78B63B2,사일로(SILO),200㎥/hr(7.7kw),기,,,"45,808.00","45,808.00"
58CD44473821905453E8846F613B1CC01A13E8,사일로(SILO),300㎥/hr(7.7kw),기,,,"53,208.00","53,208.00"
58CD444738219066B3D580A978AB1D6C390833,콘크리트 믹서,0.10㎥,대,,,"1,817.00","1,817.00"
58CD444738219066B3D580A978AB1A985B0FA3,콘크리트 믹서,0.17㎥,대,,,"3,095.00","3,095.00"
58CD444738219066B3D580A9789917694297A1,콘크리트 믹서,0.20㎥,대,,,"3,640.00","3,640.00"
58CD444738219066B3D580A9788F10FF70FAE9,콘크리트 믹서,0.30㎥,대,,,"4,380.00","4,380.00"
58CD444738219066B3D580A978F31FA69A4AAC,콘크리트 믹서,0.40㎥,대,,,"5,010.00","5,010.00"
58CD444738219066B3D580A978F31A25A830E2,콘크리트 믹서,0.45㎥,대,,,"5,638.00","5,638.00"
58CD444738219077133F8A9EEC1F1108AB2A63,콘크리트 믹서트럭,6.0㎥,대,,,"85,083.00","85,083.00"
58CD444738219077133F8A9EEC1F10612161F1,콘크리트 믹서트럭,6.0㎥(저슬럼프 형),대,,,"85,729.00","85,729.00"
58CD44473821900C13E58D3FE41612D8B62EBB,커터(콘크리트 및 아스팔트용),320∼400mm,대,,,"3,118.00","3,118.00"
58CD44473821901E93918A5C0D2F1FF2658445,콘크리트 펌프차,21m(65∼75㎥/hr),대,,,"185,850.00","185,850.00"
